Title,Slug,Maps URL,Description,Tags,Priority,Route Hint,Featured,Needs Review,Published,Source,Lat,Lng,Phone,Hours,Address
Ghar Di Roti Punjabi Dhaba,ghar-di-roti-punjabi-dhaba,https://www.google.com/maps/place/Ghar+Di+Roti+Punjabi+Dhaba/data=!4m2!3m1!1s0x80ea6b048d3ea23d:0x718564197e28e191,"“Yummy chicken curry, mix veg, kadhi pakora and garam fresh whole wheat roti just like moms cook at home.”","Truck Parking, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,35.330452,-118.992233,(661) 493-1915,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,"998 S Dr. Martin Luther King Jr. Blvd, Bakersfield, CA 93307, USA"
Kaler Punjabi Dhaba,kaler-punjabi-dhaba,https://www.google.com/maps/place/Kaler+Punjabi+Dhaba/data=!4m2!3m1!1s0x80ea6b2b85ffd9f5:0x51c80f8d5c4d5175,,"Truck Parking, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,35.300975,-118.99398,(661) 749-0009,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,"1601 S Union Ave, Bakersfield, CA 93307, USA"
Royal Punjabi Rasoi,royal-punjabi-rasoi,https://www.google.com/maps/place/Royal+Punjabi+Rasoi/data=!4m2!3m1!1s0x80ea6bfe39e8720f:0x8cf079822c7e99d7,"“We had aloo parathas and lassi, both of which were excellent.”","Truck Parking, Seating, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,35.387051,-118.956552,(661) 699-6506,Monday: 9:30 AM – 9:30 PM | Tuesday: 9:30 AM – 9:30 PM | Wednesday: 9:30 AM – 9:30 PM | Thursday: 9:30 AM – 9:30 PM | Friday: 9:30 AM – 9:30 PM | Saturday: 9:30 AM – 9:30 PM | Sunday: 9:30 AM – 1:00 PM,"3150 Panama Ln Suit B, Bakersfield, CA 93313, USA"
Sandhu Punjabi Dhaba 2,sandhu-punjabi-dhaba-2,https://www.google.com/maps/place/Sandhu+Punjabi+Dhaba+2/data=!4m2!3m1!1s0x80ea59424f00c171:0x7bcc01f9db9a4206,"“We had ordered paneer burji, roti, Dahi paratha, samosa chat, chola bhatura, and lassi.”","Truck Parking, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,35.508615,-119.159979,(661) 549-0094,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,"17070 Riviera St, Bakersfield, CA 93308, USA"
The Great Indian Cafe,the-great-indian-cafe,https://www.google.com/maps/place/The+Great+Indian+Cafe/data=!4m2!3m1!1s0x80ea47005c2a26cb:0xe8f5336b4e7a71c,"“We tried veggie food, dal tadka , rice, and veg biryani.”","Truck Parking, Seating, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,35.286033,-119.183922,(661) 820-4842,Monday: 5:00 AM – 1:00 AM | Tuesday: 5:00 AM – 1:00 AM | Wednesday: 5:00 AM – 1:00 AM | Thursday: 5:00 AM – 1:00 AM | Friday: 5:00 AM – 1:00 AM | Saturday: 5:00 AM – 1:00 AM | Sunday: 5:00 AM – 1:00 AM,"20404 Taft Hwy, Bakersfield, CA 93311, USA"
Ghar Di Roti Punjabi Dhaba 2,ghar-di-roti-punjabi-dhaba-2,https://www.google.com/maps/place/Ghar+Di+Roti+Punjabi+Dhaba+2/data=!4m2!3m1!1s0x80ea153cb06b7499:0x4b83f6cef1ebc843,,"Truck Parking, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,35.277391,-119.01173,(661) 493-1916,Monday: Open 24 hours | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 9:30 AM – 12:00 AM | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,"10402 Compagnoni St, Bakersfield, CA 93313, USA"
Ronak Dhaba,ronak-dhaba,https://www.google.com/maps/place/Ronak+Dhaba/data=!4m2!3m1!1s0x80ea6b8ddb3cdf11:0x3613652ce9f7dfbe,,"Truck Parking, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,35.361924,-118.962558,(661) 493-1596,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,"2546 S Union Ave, Bakersfield, CA 93307, USA"
The Royal Indian Cuisine,the-royal-indian-cuisine,https://www.google.com/maps/place/The+Royal+Indian+Cuisine/data=!4m2!3m1!1s0x80ea6d1d77ab4483:0x3a98dcbcc1d1cb3,,"Truck Parking, Seating, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,35.348765,-118.905374,(661) 444-7646,Monday: 7:00 AM – 9:30 PM | Tuesday: 7:00 AM – 9:30 PM | Wednesday: 7:00 AM – 9:30 PM | Thursday: 7:00 AM – 9:30 PM | Friday: 7:00 AM – 9:30 PM | Saturday: 7:00 AM – 9:30 PM | Sunday: 7:00 AM – 9:30 PM,"8247 Kimber Ave, Bakersfield, CA 93307, USA"
Sandhu Punjabi Dhaba,sandhu-punjabi-dhaba,https://www.google.com/maps/place/Sandhu+Punjabi+Dhaba/data=!4m2!3m1!1s0x80eb11572a41df8d:0x93889174047ace46,,"Truck Parking, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,35.666032,-119.69073,(661) 496-5240,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,"14831 Warren St, Lost Hills, CA 93249, USA"
San Simon Travel Center,san-simon-travel-center,https://www.google.com/maps/place/San+Simon+Travel+Center/data=!4m2!3m1!1s0x86d9cb224ba2e58f:0xe6e7aadbabd7bade,,"Truck Parking, Gas, Showers, Arizona",Medium,Near I-10 · AZ,Yes,Yes,Yes,Google Maps,32.271697,-109.24328,(520) 845-2500,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,"2500 I-10BL, San Simon, AZ 85632, USA"
"Flavor of India | Best Indian Restaurant Eloy | Best Indian Curry | Indian 
Food",flavor-of-india-best-indian-restaurant-eloy-best-indian-curry-indian-food,https://www.google.com/maps/place/Flavor+of+India+%7C+Best+Indian+Restaurant+Eloy+%7C+Best+Indian+Curry+%7C+Indian+%0AFood/data=!4m2!3m1!1s0x872a6fcb1d09a429:0xba2b74dfc14b87a2,"“I order the butter chicken which came with rice, and the garlic naan and tandoori roti.”","Truck Parking, Seating, Arizona",Medium,Near I-10 · AZ,No,Yes,Yes,Google Maps,32.774817,-111.620435,(520) 466-3000,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 7:00 AM – 10:00 PM,"3300 N Chesley Rd, Eloy, AZ 85131, USA"
Brothers Restaurant/Punjabi Dhaba,brothers-restaurantpunjabi-dhaba,https://www.google.com/maps/place/Brothers+Restaurant%2FPunjabi+Dhaba/data=!4m2!3m1!1s0x80cde14fc7c386c3:0x73bf79f58619f501,"“Never been a fan of butter chicken, but the guys here launched a new tandoori style butter chicken and it was absolutely delicious Please ask server as may not yet be on the menu.”","Truck Parking, Seating, Nevada",Medium,Near I-40 · AZ,Yes,Yes,Yes,Google Maps,35.081319,-114.058524,(928) 385-8999,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,"Located inside Crazy Fred’s Truck stop, 2770 Historic Rte 66, Kingman, AZ 86401, USA"
Kohinoor Dhaba Indian Food (Punjabi Dhaba),kohinoor-dhaba-indian-food-punjabi-dhaba,https://www.google.com/maps/place/Kohinoor+Dhaba+Indian+Food+(Punjabi+Dhaba)/data=!4m2!3m1!1s0x80ce01df14a185f7:0xddbb8afc15a86667,,"Truck Parking, California",Medium,Near I-40 · AZ,No,Yes,Yes,Google Maps,34.789783,-114.211165,(928) 458-6336,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,"12470 Frontage Rd, Yucca, AZ 86438, USA"
Indian Food - Punjabi Dhaba,indian-food---punjabi-dhaba,https://www.google.com/maps/place/Indian+Food+-+Punjabi+Dhaba/data=!4m2!3m1!1s0x872b4be697e67729:0x89764a596c00f25d,"“I had chicken tikka masala and garlic naan, it was probably the best indian meal i’ve had in the valley.”","Truck Parking, Arizona",Medium,Near I-10 · AZ,No,Yes,Yes,Google Maps,33.510982,-112.531998,(480) 431-6479,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: Closed,"25240 W Pima St, Buckeye, AZ 85326, USA"
Taste of Pakistan,taste-of-pakistan,https://www.google.com/maps/place/Taste+of+Pakistan/data=!4m2!3m1!1s0x8636f7a99be5bf55:0x130a94034a141e8d,"“The naan is warm and fresh, the curry and butter chicken is so flavorful.”","Truck Parking, Texas",Medium,I-20 · TX,No,Yes,Yes,Google Maps,32.500594,-94.358706,(903) 702-7918,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,"304 I-20, Marshall, TX 75670, USA"
24 Seven Travel Plaza,24-seven-travel-plaza,https://www.google.com/maps/place/24+Seven+Travel+Plaza/data=!4m2!3m1!1s0x80ea6cf924283977:0x2feea8d01eeb6112,,"Truck Parking, Gas, Showers, California",Medium,Near I-5 · CA,Yes,Yes,Yes,Google Maps,35.356365,-118.913051,(661) 364-0630,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,"209 Weedpatch Hwy, Bakersfield, CA 93307, USA"
"Punjabi Dhaba Dixon, Truck Parking, Indian Food",punjabi-dhaba-dixon-truck-parking-indian-food,"https://www.google.com/maps/place/Punjabi+Dhaba+Dixon,+Truck+Parking,+Indian+Food/data=!4m2!3m1!1s0x808525bed03d4327:0x970f3926107493b3",,"Truck Parking, California",Medium,Near I-80 · CA,No,Yes,Yes,Google Maps,38.459481,-121.838561,(707) 693-6682,Monday: Closed | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,"7800 Batavia Rd, Dixon, CA 95620, USA"
Punj Truck Stop & Indian restaurant,punj-truck-stop-indian-restaurant,https://www.google.com/maps/place/Punj+Truck+Stop+%26+Indian+restaurant/data=!4m2!3m1!1s0x86343bf5ab9adaa7:0x4f15592179f60a5f,,"Truck Parking, Gas, Showers, Seating, Texas",Medium,US-59 · TX,Yes,Yes,Yes,Google Maps,33.260131,-94.153743,(903) 796-9131,Monday: 6:00 AM – 12:00 AM | Tuesday: 6:00 AM – 12:00 AM | Wednesday: 6:00 AM – 12:00 AM | Thursday: 6:00 AM – 12:00 AM | Friday: 6:00 AM – 12:00 AM | Saturday: 6:00 AM – 12:00 AM | Sunday: 6:00 AM – 12:00 AM,"22263 US-59, Queen City, TX 75572, USA"
323 Dhaba Punjabi Veg Kitchen,323-dhaba-punjabi-veg-kitchen,https://www.google.com/maps/place/323+Dhaba+Punjabi+Veg+Kitchen/data=!4m2!3m1!1s0x89b5f90f1bc3f02b:0xcb7deaa0a541a520,"“The parathas, kadhi chawal, makki ki roti and saag, Amritsari kulche and chole bhature were all awesome!”","Truck Parking, Virginia",Medium,Near I-81 · WV,No,Yes,Yes,Google Maps,39.31191,-78.057641,(304) 620-4483,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,"12828 Winchester Ave, Bunker Hill, WV 25413, USA"
Punjabi Dhaba Indian cuisine #1 Hammond,punjabi-dhaba-indian-cuisine-1-hammond,https://www.google.com/maps/place/Punjabi+Dhaba+Indian+cuisine+%231+Hammond/data=!4m2!3m1!1s0x8627232916555555:0x55e9ea87ae6bb037,,"Truck Parking, Seating, Louisiana",Medium,Near I-10 · LA,No,Yes,Yes,Google Maps,30.47691,-90.456576,(985) 320-0806,Monday: Closed | Tuesday: 11:00 AM – 9:45 PM | Wednesday: 11:00 AM – 9:45 PM | Thursday: 11:00 AM – 9:45 PM | Friday: 11:00 AM – 9:45 PM | Saturday: 11:00 AM – 9:45 PM | Sunday: 11:00 AM – 9:00 PM,"2201 SW Railroad Ave, Hammond, LA 70403, USA"
Indian Food Hub,indian-food-hub,https://www.google.com/maps/place/Indian+Food+Hub/data=!4m2!3m1!1s0x8718c756d4d03eb5:0x803478c4abf156eb,"“Items tend to change day by day, with few common ones like Paratha, Samosa, Roti and alike.”","Truck Parking, Colorado",Medium,Near I-40 · NM,No,Yes,Yes,Google Maps,35.075898,-106.152251,(505) 312-7957,Monday: 6:00 AM – 7:00 PM | Tuesday: 6:00 AM – 12:00 AM | Wednesday: 6:00 AM – 12:00 AM | Thursday: 6:00 AM – 12:00 AM | Friday: 6:00 AM – 12:00 AM | Saturday: 6:00 AM – 12:00 AM | Sunday: 6:00 AM – 12:00 AM,"1703 U.S. Rte 66, Moriarty, NM 87035, USA"
Buffalo Indian Restaurant,buffalo-indian-restaurant,https://www.google.com/maps/place/Buffalo+Indian+Restaurant/data=!4m2!3m1!1s0x87688f0a1d071e8b:0xfdb443bc1af55ebf,"“The samosas, can, Iamb vindaloo, and kheer rival that of some of the finest Indian restaurants across the country.”","Truck Parking, Seating, New York",Medium,Near I-80 · WY,No,Yes,Yes,Google Maps,41.294904,-105.642158,(307) 460-2788,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,"1502 S 3rd St, Laramie, WY 82070, USA"
Antelope Restaurant,antelope-restaurant,https://www.google.com/maps/place/Antelope+Restaurant/data=!4m2!3m1!1s0x876f0615a58bac5b:0x85d71869979af465,"“The samosa plate, parathas and chai were all amazing.”","Truck Parking, Seating, Wyoming",Medium,I-80 · WY,Yes,Yes,Yes,Google Maps,41.158562,-104.358085,(307) 547-3355,Monday: 6:00 AM – 8:00 PM | Tuesday: 6:00 AM – 8:00 PM | Wednesday: 6:00 AM – 8:00 PM | Thursday: 6:00 AM – 8:00 PM | Friday: 6:00 AM – 8:00 PM | Saturday: 6:00 AM – 8:00 PM | Sunday: 6:00 AM – 8:00 PM,"4850 Interstate 80 Service Rd #1, Burns, WY 82053, USA"
Flavors Of India (24hrs Monday to Friday) Dhaba,flavors-of-india-24hrs-monday-to-friday-dhaba,https://www.google.com/maps/place/Flavors+Of+India+(24hrs+Monday+to+Friday)+Dhaba/data=!4m2!3m1!1s0x80c3683ae678cefb:0x1e96042b014191f3,,"Truck Parking, California",Medium,Near I-15 · CA,No,Yes,Yes,Google Maps,34.411244,-117.394538,(760) 947-5002,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: 12:00 AM – 8:00 PM | Sunday: 11:00 AM – 12:00 AM,"8853 Three Flags Road #501, Hesperia, CA 92344, USA"
Yreka Punjabi Dhaba ਪੰਜਾਬੀ ਢਾਬਾ,yreka-punjabi-dhaba,https://www.google.com/maps/place/Yreka+Punjabi+Dhaba+%E0%A8%AA%E0%A9%B0%E0%A8%9C%E0%A8%BE%E0%A8%AC%E0%A9%80+%E0%A8%A2%E0%A8%BE%E0%A8%AC%E0%A8%BE/data=!4m2!3m1!1s0x54ce45e6b229eb99:0x88ac83f02e4a1eeb,“They make these Punjabi paneer and chicken wraps but the wrap is made of naan.”,"Truck Parking, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,41.735667,-122.650991,(530) 730-0037,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,"787 Montague Rd, Yreka, CA 96097, USA"
Missouri Dhaba,missouri-dhaba,https://www.google.com/maps/place/Missouri+Dhaba/data=!4m2!3m1!1s0x87c8a30d1c5b8e83:0xdd82301c9e2ad3bb,"“I ordered Shahi Paneer, Butter Chicken, and Chapatis, and everything was absolutely delicious.”","Truck Parking, Missouri",Medium,Near I-44 · MO,No,Yes,Yes,Google Maps,37.092884,-94.009985,(417) 444-3284,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,"1391 Lawrence 2140, Sarcoxie, MO 64862, USA"
India Restaurant,india-restaurant,https://www.google.com/maps/place/India+Restaurant/data=!4m2!3m1!1s0x87cbc08be7b3d907:0xa1e7c7dab077eb07,,"Truck Parking, Seating, Texas",Medium,Near I-40 · AR,No,Yes,Yes,Google Maps,35.512829,-94.114421,(479) 997-1917,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM,"1107 Georgia Ridge Dr, Mulberry, AR 72947, USA"
Preet Dhaba,preet-dhaba,https://www.google.com/maps/place/Preet+Dhaba/data=!4m2!3m1!1s0x87ac0728202b9017:0x474f8e5ed7383292,"“The aloo paratha was lit 🔥 — soft, flavorful, and clearly made fresh.”","Truck Parking, Texas",Medium,Near I-40 · OK,No,Yes,Yes,Google Maps,35.471311,-99.145774,(805) 468-5339,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,"10874 OK-44, Foss, OK 73647, USA"
Apna Punjabi Dhaba,apna-punjabi-dhaba,https://www.google.com/maps/place/Apna+Punjabi+Dhaba/data=!4m2!3m1!1s0x8838a58496ce8415:0x93dd0366d9d75981,“I travel all over ohio for work and I eat indian food twice a week or more and this was hands down the best Tikka Masala I've ever had.”,"Truck Parking, Ohio",Medium,US-42 · OH,No,Yes,Yes,Google Maps,39.91145,-83.41263,(740) 604-2578,,"870 US-42, London, OH 43140, USA"
Indian Dhaba,indian-dhaba,https://www.google.com/maps/place/Indian+Dhaba/data=!4m2!3m1!1s0x864cff494336fbb5:0xbe3126ce2d5708e7,“I also order the rice and Garlic Naan to accompany my Butter Chicken.”,"Truck Parking, Texas",Medium,US-82 · TX,No,Yes,Yes,Google Maps,33.615707,-97.012915,(940) 291-4750,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,"5101 US-82, Gainesville, TX 76240, USA"
Punjabi dhaba,punjabi-dhaba,https://www.google.com/maps/place/Punjabi+dhaba/data=!4m2!3m1!1s0x886491d81427b86f:0x957e2452ff1b5586,,"Truck Parking, Tennessee",Medium,Near I-40 · TN,No,Yes,Yes,Google Maps,36.108853,-87.063475,(731) 927-1062,Monday: 11:00 AM – 8:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,"132 Petro Rd, Kingston Springs, TN 37082, USA"
The Punjabi Dhaba | Indian Cuisine,the-punjabi-dhaba-indian-cuisine,https://www.google.com/maps/place/The+Punjabi+Dhaba+%7C+Indian+Cuisine/data=!4m2!3m1!1s0x8094f59cbf5f0ff3:0xe334cdd780216e96,"“We also ordered papri chaat, chilli chicken, dal makhani, malai kofta, and desi murgha with chilli naan and butter naan.”","Truck Parking, Seating, California",Medium,,No,Yes,Yes,Google Maps,36.680283,-119.738252,(559) 761-1600,Monday: 9:00 AM – 7:00 PM | Tuesday: 9:00 AM – 7:00 PM | Wednesday: 9:00 AM – 7:00 PM | Thursday: 9:00 AM – 7:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 9:00 AM – 7:00 PM | Sunday: Closed,"3767 S Golden State Blvd, Fresno, CA 93725, USA"
99 Punjabi Dhaba,99-punjabi-dhaba,https://www.google.com/maps/place/99+Punjabi+Dhaba/data=!4m2!3m1!1s0x8094e1d37d4323ab:0xf32179ae1a27311f,"“Me and my wife tried Butter Chicken, Biryani, Naan, and Amritsari Kulcha, and everything was absolutely delicious!”","Truck Parking, California",Medium,,No,Yes,Yes,Google Maps,36.502241,-119.423787,(510) 631-6421,Monday: 7:30 AM – 11:00 PM | Tuesday: 7:30 AM – 11:00 PM | Wednesday: 7:30 AM – 11:00 PM | Thursday: 7:30 AM – 11:00 PM | Friday: 7:30 AM – 11:00 PM | Saturday: 7:30 AM – 11:00 PM | Sunday: Closed,"36220 Golden State Hwy, Traver, CA 93673, USA"
Maharaja Indian food,maharaja-indian-food,https://www.google.com/maps/place/Maharaja+Indian+food/data=!4m2!3m1!1s0x80eb1195ed7bea9f:0x52954bebe3a4b842,,"Truck Parking, Seating, California",Medium,Near I-5 · CA,No,Yes,Yes,Google Maps,35.622167,-119.673846,(661) 817-9737,Monday: 7:30 AM – 10:00 PM | Tuesday: 7:30 AM – 10:00 PM | Wednesday: 7:30 AM – 10:00 PM | Thursday: 7:30 AM – 10:00 PM | Friday: 7:30 AM – 10:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,"14814 Aloma St, Lost Hills, CA 93249, USA"
Punjabi Indian Restaurant,punjabi-indian-restaurant,https://www.google.com/maps/place/Punjabi+Indian+Restaurant/data=!4m2!3m1!1s0x86dec40e0d8d8d23:0x2f9953d5af199dc0,"“We ordered the Tikka Masala, Butter Chicken, Chicken Biryani, and two Naan breads.”","Truck Parking, Seating, New Mexico",Medium,Near I-10 · NM,No,Yes,Yes,Google Maps,32.266158,-107.774245,(720) 620-3333,Monday: 7:00 AM – 9:00 PM | Tuesday: 7:00 AM – 9:00 PM | Wednesday: 7:00 AM – 9:00 PM | Thursday: 7:00 AM – 9:00 PM | Friday: 7:00 AM – 9:00 PM | Saturday: 7:00 AM – 9:00 PM | Sunday: 7:00 AM – 9:00 PM,"1310 W Spruce St, Deming, NM 88030, USA"
Punjabi Dhaba,punjabi-dhaba,https://www.google.com/maps/place/Punjabi+Dhaba/data=!4m2!3m1!1s0x864d8fb7060a5aa7:0xc2061d8251e5aecc,"“We ordered dal fry, chicken kebabs, nawabi mutton and chai Everything was super tasty.”","Truck Parking, Texas",Medium,US-287 · TX,No,Yes,Yes,Google Maps,33.34705,-97.636156,(817) 506-5100,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 7:00 AM – 10:00 PM,"4566 US-287, Alvord, TX 76225, USA"
Swaad Stop,swaad-stop,https://www.google.com/maps/place/Swaad+Stop/data=!4m2!3m1!1s0x872fa7fb51deba63:0x4585e088691a02f3,"“We ordered aloo gobhi, chicken tikka masala, chicken curry, goat curry, along with garlic naan and roti.”","Truck Parking, Arizona",Medium,Near I-40 · AZ,No,Yes,Yes,Google Maps,34.906776,-110.133578,(928) 294-5796,Monday: Closed | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,"1851 State Hwy 77, Holbrook, AZ 86025, USA"
Taste of India & Indian Cuisine Alabama,taste-of-india-indian-cuisine-alabama,https://www.google.com/maps/place/Taste+of+India+%26+Indian+Cuisine+Alabama/data=!4m2!3m1!1s0x88844b787627863f:0x6f925f4de4df2bae,"“I asked the owner/staff what they would order (chicken saag, rice, roti).”","Truck Parking, Seating, Alabama",Medium,Near I-20 · AL,No,Yes,Yes,Google Maps,32.624419,-88.207159,(205) 652-2666,Monday: 6:00 AM – 10:00 PM | Tuesday: 6:00 AM – 10:00 PM | Wednesday: 6:00 AM – 10:00 PM | Thursday: 6:00 AM – 10:00 PM | Friday: 6:00 AM – 10:00 PM | Saturday: 6:00 AM – 10:00 PM | Sunday: 6:00 AM – 10:00 PM,"651 AL-28, Livingston, AL 35470, USA"
Taste of India,taste-of-india,https://www.google.com/maps/place/Taste+of+India/data=!4m2!3m1!1s0x879ebd6280b9ade7:0xa36813fefef88f38,“He ordered a plain Naan a garlic Naan ($4 a piece) 2 samosas and a Vindaloo chicken dish.”,"Truck Parking, Nebraska",Medium,Near I-80 · NE,No,Yes,Yes,Google Maps,40.696974,-99.544802,(308) 987-2111,Monday: 6:30 AM – 10:00 PM | Tuesday: 6:30 AM – 10:00 PM | Wednesday: 6:30 AM – 10:00 PM | Thursday: 6:30 AM – 10:00 PM | Friday: 6:30 AM – 10:00 PM | Saturday: 6:30 AM – 10:00 PM | Sunday: 6:30 AM – 10:00 PM,"74975 444th Rd, Overton, NE 68863, USA"
Punjabi Dhaba,punjabi-dhaba,https://www.google.com/maps/place/Punjabi+Dhaba/data=!4m2!3m1!1s0x80ac2fe9308f1bbb:0xef97343c2487e482,"“Goat curry, butter chicken and Kadhai paneer were awesome.”","Truck Parking, Utah",Medium,I-80 · UT,No,Yes,Yes,Google Maps,40.745559,-113.969476,(435) 665-2929,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,"I-80 exit 4, Wendover, UT 84083, USA"
